personLabel	birthDate	startDate	groupBirthPlaceLabel	groupGenreLabels	groupLabelLabels
Anton Colander					
Susan McCann		1975		Country and Irish	
Junkie XL	1967-12-08	1988		Big beat|Electronic rock|Electronica|Film score|Trance (music)	Nettwerk|Roadrunner Records|Ultra Records
Ricky Reed		2004		Electronic music|Hip hop music|Pop music	
Benjah	1983-04-20	2009	Hastings, Nebraska	Christian hip hop|Christian rock|Contemporary Christian music|Contemporary worship music|Dubstep|Reggae|Urban contemporary gospel	Capitol Christian Music Group
Dexter Romweber		1983		Blues-rock|Rockabilly|Roots rock	Bloodshot Records|Norton Records|Third Man Records
June Rochelle					
Ray Mehlbaum		1980	Los Angeles		
Sandy Stevens		1982		Pop music	
Nick Palance		1982	Los Angeles	Easy listening|Operatic pop|Pop rock|Vocal music	Independent record label
Kalpakam Swaminathan	1922-08-15			Carnatic classical music	
Brooke Miller (musician)	1982-01-14	1995		Acoustic rock	Candyrat Records|Hickory Records|Sony/ATV Music Publishing|Universal Music Group
Craig Else	1964-10-12	1979	Victoria, British Columbia	Classic rock|Pop music|Punk music|Rock music	
Paul Jones (singer)	1942-02-24	1960	Portsmouth	Blues|Pop music	
Tommy Johnson (musician)		1914		Delta Blues	Paramount Records|Victor Records
Herizen F. Guardiola	1996-07-24	2015	North Miami Beach, Florida	Disco|Gospel	RCA
Joseph Panny	1794-10-23				
Fidan Gasimova	1947-06-17			Opera	
Gérald de Palmas	1967-10-14			Pop music	Universal Music
Lisa Bevill	1961-06-24	1992		Contemporary Christian music|Gospel music	Sparrow Records
Albert Au		1979		Folk music	
Leslie West	1945-10-22	1965	New York City	Blues rock|Hard rock|Heavy metal music|Rock music	Blues Bureau International|Sony Records
Jessie Hill	1932-12-09	1951	New Orleans	Louisiana blues|Rhythm and blues	
Simina Grigoriu	1981-05-08		Bucharest	Downtempo|Electronic music|Minimal techno|Techno	
Nejat Alp		1969	Istanbul	New wave music|Synthpop	
Fabrizio Zoffoli	1987-10-25		Ravenna	Classical music	
Devin the Dude	1970-06-04	1992	Pontiac, Michigan|St. Petersburg, Florida	Hip hop music	E1 Music|Rap-a-Lot Records|Razor & Tie|Real Talk Entertainment
Saša Matić	1978-04-26	2000	Bihać		
Rocky George	1965-01-09	1982	Culver City, California	Funk metal|Heavy metal music|Progressive metal|Punk rock|Thrash metal	
Eddie Costa	1930-08-14	1940		Jazz	Coral Records|Dot Records|Josie Records|Verve Records
Will Sheff		1998		Folk rock|Indie rock|Rock music	
Jeremy Healy	1962-01-18	1981		Electronic music|New wave music|Pop music	
Bill Caddick					
Zubaida Khanum		1951	Amritsar	Folk music|Ghazal	
Steven Rice (composer)					
Kandace Krueger	1976-05-27		Austin, Texas		
Bodil Niska	1954-08-21			Jazz	
Benmont Tench	1953-09-07	1974	Gainesville, Florida	Country music|Rock music	
Camile Baudoin	1948-06-27		New Orleans	Rock music	
Tia DeNora					
Zeenat Begum					
Jessica Williams (musician)	1948-03-17	1960	Baltimore	Electronic music|Jazz	Candid Records|Concord Records|Fantasy Records|Maxjazz|Timeless Records
OJ da Juiceman	1981-11-23	2003	Atlanta	Hip hop music	1017 Records|Asylum Records|Warner Bros. Records
Henning Kraggerud	1973-06-23			Classical Music	Naxos Music|Simax catalog
Dary John Mizelle					
Barry Levenson		1970	Pittsburgh	Chicago blues|Electric blues	Storyville Records
Carol Jiani		1977		Disco|Hi-NRG|House music	
Ged Doherty		1982	Manchester		
Antonio Nóbrega	1952-05-02	1965		Classical music|Frevo|Maracatu	
Ace Hood	1988-05-11	2006	Port St. Lucie, Florida	Hip hop music	Cash Money Records|Def Jam Recordings|Republic Records|We The Best Music Group
Sandee Chan				Pop music	
Daler Xonzoda	1989-04-01	2010	Tursunzoda	Pop music	
Johnny Jenkins	1939-03-05	1962		Blues	
Lal Chand Yamla Jatt	1914-03-28	1952		Music of Punjab	Sa Re Ga Ma
Mario Frangoulis	1966-12-18	1988		Operatic pop	Sony Classical|Sony Music
Carolina Mestrovic	1991-07-20	2003	Arica		
Babbu Maan		1998		Bhangra (popular music)|Folk music of Punjab|Ghazal	Eros International|T-Series
Krishane	1993-12-30			Pop music|Reggae	Atlantic Records
Kiril Marichkov	1944-10-30	1964	Sofia	Hard rock|Pop rock|Progressive rock	Balkanton
Lil Zane	1982-07-11	1993	Yonkers, New York	Hip hop music	Capitol Music Group|EMI|Priority Records|Worldwide Entertainment
Rahul Raj	1980-03-17	2007	Kochi	Film score	
Jim Radford	1928-10-01			Folk music|Maritime music	
Ghostly (rapper)	1997-03-27	2010			
Phil Joel	1973-01-05	1990	Auckland	Contemporary Christian music	Inpop Records
Drew Deezy		1999		Hyphy|West Coast hip hop	
Olivier Chastan	1973-09-16			Hip hop music|Pop music|Reggae|Rock music|Soul music	Greensleeves Records|VP Records
Olaf Keil		1950		Country music|Polynesian music|Pop (music)|Rock & roll	Viking Records|Zodiac Records
Harriet (singer)		1990	Sheffield	Dance-pop	East West Records
Sai Karthik	1983-02-23	2008	Ongole	Film Score	
Lou Bonnevie	1965-10-06	1984	Quezon City		
Gaetano Emanuel Calì			Catania		
Carlos d'Alessio	1935-12-20	1974			
Paul C	1964-09-20	1985		East Coast hip hop|Hip hop music|Pop rock	
Neil Sanderson	1978-12-17	1992	Peterborough, Ontario	Alternative metal|Alternative rock|Hard rock|Post-grunge	
Ann Sexton	1950-02-05	1960	Greenville, South Carolina	Funk|Soul music	Sound Stage 7
Federico Jusid	1973-04-27			Contemporary classical music|Film score|Romanticism	
Just Jack	1975-05-18	2002		Hip hop music|Indie pop|UK garage	Mercury Records|The Rocket Record Company
Arnold Brunckhorst					
Heather Maloney		2009		Folk music|Indie rock	Signature Sounds Recordings
Darryl Cotton	1949-09-04	1965	Adelaide		Columbia Records|EMI Records|MGM Records|Sparmac Records|Warner Bros. Records
Bullet Dumas		2010			
Reesa Renee		2011		Contemporary R&B|Go-go|Neo soul	
Arthur McArthur	1988-10-29	2008	Toronto	Hip hop music	
Foy Vance		2006		Alternative rock|Folk music	Glassnote Records
Andy Gerold	1978-06-13		Sandusky, Ohio	Alternative rock	
Lilit Hovhannisyan	1987-12-07	2006	Yerevan	Pop music	
Don Lanier	1936-07-13			Country music|Rock music	
Enzo Nini	1954-08-29			Jazz	
Tullio Pane	1930-06-16	1950		Canzone napoletana	
Nitty Gritty		1970	Kingston, Jamaica	Reggae	
Fred Coury	1967-10-20	1985		Glam metal|Hard rock|Heavy metal music	
Amurai	1987-08-07	2005	Yerevan		Armada Music|Black Hole Recordings|Flashover Recordings
Yair Rosenblum			Tel Aviv		
Ajit Kadkade				Bhajan	
Robert Moritz				Folk rock|Power pop	
Mark Gersmehl	1954-07-29	1982		Contemporary Christian music|Rock music	Spring Hill Music Group
Ellis (singer-songwriter)		1996	Liberty, Texas	Folk music|Singer-songwriter	
Vijayalakshmi Navaneethakrishnan	1946-01-27				
Marc Costanzo	1972-08-01	1991	Montreal	Alternative rock	Dreamworks Records|EMI Music Publishing|No Records|Sony Music|Virgin Records|Work Records
Mic Conway	1951-02-15	1968		Jug band|Ragtime|Vaudeville	
Sam Haywood	1972-04-16		Brisbane	Classical music	Hyperion Records
Chip E.		1982	Chicago	Contemporary R&B|Dance music|House Music|Pop music	
Michael Angelakos	1987-05-19	2007	New Brunswick, New Jersey	Alternative dance|Indie pop|Indie rock|Indietronica|New wave music|Psychedelic rock|Synthpop	Columbia Records|Frenchkiss Records
Bunny Sigler	1941-03-27		Philadelphia	Northern soul|Pop music|R&B|Soul music	Cameo Parkway Records|Curtom Records|Gold Mind Records|Philadelphia International Records
Sirusho	1987-01-07	1995	Yerevan		
Antonio Machín	1903-02-11				
Bobby Bandiera	1952-10-26	1969		Blues|Rock music	
Nils Börge Gårdh	1946-02-20			Christian music|Country music|Gospel music	
Thomas Dybdahl	1979-04-12		Sandnes		
Bijibal	1973-05-21	2007		Classical music|Dance music|Film score|World music	
Aaron Dessner	1976-04-23		Cincinnati		
Graham Alexander (musician)	1989-05-02		Camden, New Jersey	Rock music	
Michael Fall	1980-06-09	2009		Dance music|House music	Armada Music|CNR Records|ZYX Music
Baro Ferret		1930	Rouen	Gypsy jazz|Romani music	
Danielle Deckard	1989-09-21	2008	Vineland, New Jersey	Indie-pop	
Gerhard Winkler (composer)					
Chris Willsher	1971-01-11	1989		Alternative rock|Anarcho punk|Punk rock	
Scarlett Stevens	1992-11-13	2003	Fremantle	Indie folk|Indie pop|Indie rock	Albert Productions|Fat Possum Records
Monica Ogah	1990-08-07	2011		Highlife|Pop music|R&B|Soul music	
Philip Glass	1937-01-31	1964	Baltimore	Classical music|Film score|Minimalism	
Henree	1978-11-20	2002			
Wynn Stewart	1934-06-07	1954	Morrisville, Missouri	Bakersfield sound|Country Music	Capitol Records|Playboy Records
Charley Straight	1891-01-16		Chicago	Jazz|Ragtime	
David Del Tredici			Cloverdale, California		
Yung Skeeter	1985-11-27	2006	Los Angeles		Dim Mak Records
Timothy J. Tobias	1952-07-01		Chicago		
Dennis Robbins		1983		Country music|Rock music	Giant Records (Warner Bros. subsidiary label)|MCA Records|Reprise Records
Tim Gaines	1962-12-15	1983		Christian metal|Glam metal|Hard rock|Heavy metal music	
Jay Boy Adams	1949-12-08		Fort Worth, Texas		
Marco Moré	1984-09-01	2003		Latin pop|Pop rock	Sony BMG
Lee Moses	1941-03-13	1966	Atlanta	R&B|Soul music	
Tony Bellamy	1946-09-12		Las Vegas		
Luke Takamura	1964-04-12	1987		Hard rock|Heavy metal music	
Joe N Little III				Contemporary R&B|Funk|Jazz|Neo soul|New jack swing|Quiet storm|Soul music|Vocal Jazz	
Charlie Vox				Pop music|Rhythm and blues|Soul music	
Coati Mundi (musician)	1950-01-03	1970	New York City		ZE Records
Marlee Scott	1986-01-01	2005		Country music	306 Records
Ben Homer					
Sam Coulson	1987-02-09	2007		Blues|Progressive rock	
Thu Minh	1977-09-22	1993		Dance music|Electronic music|Pop music	
Sarah Spencer			Ocala, Florida	Alternative rock|Folk rock|Operatic pop|Singer-songwriter|Vocal music	
Rex Smith	1955-09-19	1972	Jacksonville, Florida	Pop music|Soft rock	Columbia Records
Anton Kwiatkowski		1969		Classical music	ASV Records|Angel Records|BIS Records|Chandos Records|EMI|Fanfare Records|Hungaroton|Hyperion Records|Imp Records|Pro Arte Orchestra|RCA Records|Sony Classical|Summit Records|Unicorn-Kanchana
Lasse Berghagen	1945-05-13	1965		Pop music|Schlager	
Ossie Dellimore		1980		Roots reggae	
J. Chalmers Doane		1971			
Ben Weisman	1921-11-16		Providence, Rhode Island		
Sergei Lyapunov	1859-11-30		Yaroslavl	Classical music	
Jon-Rae Fletcher				Alt-country|Gospel music|Rock music|Soul music	Weewerk
Tamar Eisenman	1980-07-02	2001	Jerusalem	Blues Music|Folk Music|Pop Music|Rock Music	NMC Music
Siddharth Mahadevan	1993-04-16	2011		Bollywood|Indian Rock	
Lebo M.	1964-07-11	1994	Johannesburg		
Elizabeth Llewellyn		2010			
Willem Breuker	1944-11-04	1960	Amsterdam	Jazz	
Jade Kwan		2002		Cantopop	Stars Shine International
Kristian Ranta	1981-05-13	2000		Melodic death metal	Century Media
Steve Negus	1952-02-19	1977	Hamilton, Ontario	Progressive rock	
Robby Navarro	1979-09-17	1999		Popular Music|RnB|Soul music	Sony BMG
Nir Felder	1982-12-30	2005		Jazz	Okeh Records
Nadirah X		2002		Hip hop music|Poetry|Rap music	
Brett Anderson (American musician)		1993	Bloomington, Indiana	Rock music	Atlantic Records|Lookout! Records|Purple Feather Records
Ali Marchant	1980-07-15				
Brotha Lynch Hung	1969-01-10	1986	Sacramento, California	Gangsta rap|Hardcore hip hop|Horrorcore|West Coast hip hop	Strange Music
Bianca Shomburg	1974-09-17			Country rock|Pop music	
Anthony M. Jones	1982-03-31	2007		Contemporary R&B|Hip hop music|Pop music|Rock music	
Shrinivas Khale	1926-04-30	65		Indian classical music	
Jotamont	1912-10-01				
Robby Takac	1964-09-30	1985	Buffalo, New York	Punk rock|Rock music	Metal Blade Records|Warner Bros. Records|Warner Music
Larry Reinhardt	1948-07-07	1960		Rock music	
Alexander Ferdinand Grychtolik	1980-09-06	2000	Berlin	Baroque music	
James Vasanthan		2008	Tiruchirappalli		
Johnny Young	1947-03-12	1961	Rotterdam		Festival Records
Billy Greer	1952-01-26			Progressive rock|Rock music	
John Wallace (musician)					
Tim Fletcher		2000	Montreal	Indie rock	
Percee P	1969-07-09	1988		Hip hop music	Stones Throw Records
Joseph Tawadros		1995	Cairo	World music	
M-City J.r.		2010	Detroit	Hip hop music|Trap music	Atlantic Records
Young Kidd	1988-10-01	2005	Winnipeg	Hip hop music	
Jarrod Alexander		1996		Alternative rock|Emo|Hardcore punk|Pop punk|Post-hardcore|Punk rock	Reprise Records
Lester Melrose	1891-12-14		Sumner, Illinois	Chicago blues	
Art Alexakis	1962-04-12		Los Angeles	Alternative rock|Cowpunk|Post-grunge	Capitol Records|Eleven Seven Music
Megitza	1984-11-27	2008		Americana (music)|Balkan folk|Gypsy jazz|Latin music (genre)|Pop music|Romani music|World music|Worldbeat	Warner Music Poland
Bob Fox (musician)		1970		Folk music	
Kellen McKay	1992-05-07	2007		Acoustic music|Rock music|Ska	
Ishmael Butler	1969-07-03			Alternative hip hop|Hip hop music|Jazz rap|Rap	
J. A. C. Redford	1953-07-14	1976	Los Angeles	Orchestra	
Aaron Kwok	1965-10-26	1987		Cantopop|Dance music|Mandopop	Warner Music Group
Clyde Hurley	1916-09-03	1937	Fort Worth, Texas	Big band|Jazz|Swing music	
Kerry Harvick	1974-09-10	1993		Country music	Lyric Street Records
Pedro Aznar	1959-07-23			Folk music|Jazz|Rock music	Columbia Records
Joseph McGann		2006		Dubstep|Grime music	
LiSA (Japanese musician, born 1987)	1987-06-24	2010	Seki, Gifu	Anison|Pop music|Rock music	Aniplex|Key Sounds Label|Sony Music Entertainment Japan
Darlene Love	1941-07-26	1959	Los Angeles	Jazz|Pop music|Rock music	Bell Records|Challenge Records (1950s)|MGM Records|OKeh Records|Ode Records|Reprise Records
Sheryl Crow	1962-02-11	1985	Kennett, Missouri		
Davey Payne	1944-08-11	1960		Jazz|Rock music	Stiff Records
Corinne Bailey Rae	1979-02-26	1998	Leeds	Contemporary R&B|Jazz|Neo soul|Soul music	Capitol Records|EMI|Virgin Records
Cartola	1908-10-11	1927	Rio de Janeiro	Samba	
Enya	1961-05-17	1980		Celtic music|New-age music|Pop music|World music	Atlantic Records|BBC Records|Geffen Records|Reprise Records|Warner Bros. Records|Warner Music Group
Cool Nutz	1972-05-11	1992	Portland, Oregon	Hip hop music|West Coast hip hop	Suburban Noize Records
DJ Disciple	1965-09-02	1987	Brooklyn		
Andrew Culver (composer)					
Mazhar Khaleqi		1948	Sanandaj	Classical music|Folk music	
Rocco Deluca	1975-12-27	2005			429 Records
Jel		1997		Alternative hip hop	Anticon|Lex Records|Mush Records
Azer Bülbül		1984		Arabesque (Turkish music)|Turkish folk music	
Eli T.	1982-07-10	2006	Singapore	Electropop|R&B	
Victoria Summer	1981-12-15	2006			
James Shearman					
Vincent Vallières	1978-08-08	1996	Sherbrooke	Country music|Rock music	
Graham Blyth	1948-03-22			Rock music	Harvest Records
Busta Jones		1973	Memphis, Tennessee	Alternative rock|Disco|Experimental rock|Funk|New wave music|Post-punk|Punk rock	
Charlene Soraia	1988-07-19	2008		Acoustic music|Folk music|Pop music	Peacefrog Records
Wanda Ortiz		1997		Blues|Classical music|Hard rock|Heavy metal music	
Roy Gaines	1934-08-12		Waskom, Texas	East Coast blues|Electric blues|Texas blues	
Verb T	1981-01-11	1999		Hip hop music	Low Life Records
Zuhal Sultan	1991-07-18		Baghdad		
Carol Chaikin			Los Angeles	Bebop|Jazz music	
Naty Botero				Electropop|Latin pop|Pop music	EMI Music|Sony Music
Martin Meissonnier		1975			
Ole Paus	1947-02-09	1970			
Noel Richards	1955-02-15	1980		Contemporary worship music	Kingsway Communications
Chihiro Yamanaka	1976-12-26		Kiryū, Gunma	Jazz	Verve Records
Michael Carter (musician)		2007	Sylvester, Georgia	Country music	
Michael Lawson		2016			Universal Music
William Baldé	1971-04-04	1995	Kindia	Pop music|Reggae	
Jeremy Mushlin				Reggae|Rocksteady|Ska	Hellcat Records|Moon Ska
D'Knock		1989		Contemporary R&B|Hip hop music|House music	
Jørn Lande	1968-05-31	1993	Rjukan	Blues rock|Hard rock|Heavy metal music|Power metal|Progressive metal|Progressive rock|Symphonic metal	AFM Records|Candlelight Records|Frontiers Records
Walfredo Reyes Jr.	1955-12-18	1974	Havana	Jazz|Latin American music|Music of Cuba|Rock band|World fusion|World music	
Dave Spitz	1958-02-22	1979	New York City	Hard rock|Heavy metal music	
Damae	1979-07-10	1991	Cologne		
Sanja Maletić	1973-04-27	1998	Tuzla		
Kinuyo Yamashita		1986	Amagasaki	Electronic music	
Rick Parashar	1963-12-13	1985	Seattle		
Adam Phillips (musician)				Blues|Funk|Jazz	
Walter Scott (singer)	1943-02-07	1966	St. Louis		
Shion Tsuji	1990-01-10	2008	Yokohama	J-Pop	DefStar Records
Raghav	1981-04-02	2003	Toronto	Contemporary R&B|Indian pop|Pop music|Reggae fusion	Universal Music India
Wardell Gray	1921-02-13	1940		Bebop|Jazz|Swing music	
Sigmund Groven	1946-03-16			Classical music|Traditional folk music	
RJ Benjamin		2004		Acid Jazz|Contemporary R&B|Light Rock	
Leo Arnaud	1904-07-24	1930		Film score	
Lovie Lee	1909-03-17	1950	Chattanooga, Tennessee	Electric blues	Earwig Music Company
Matt Hammitt	1979-10-19	1996	Toledo, Ohio	Contemporary Christian music	Sparrow Records
Misha Quint				Classical music	
Gisela (singer)	1979-01-01	2001	Barcelona	Pop music	
Ken Stubbs	1961-03-29	1980	Liverpool	Free improvisation|Jazz|Jazz fusion	ECM Records
Fred St-Gelais	1974-09-02	1980	Chibougamau	Blues|Top 40	Distribution Select|Maple Music|Orange Record Label|Sony BMG
A-Plus (rapper)		1991	Denver	Hip hop music	Hieroglyphics Imperium Recordings|Jive Records
Damnagoras	1981-08-18	1996		Folk metal|Hard Rock|Power metal	
Morgan Sulele					Universal Music
Alice Svensson	1991-06-11	2004		Pop music|Rock music|Soul music	Sony Music
Alexander Djordjevic				Classical music	
Bleona	1979-05-14	1996	Korçë	Dance music|Electronic music|Pop music|R&B	
Simon Crowe	1955-04-14	1975	Dublin	New wave music|Pop rock|Punk rock	Columbia Records|Ensign Records|Mercury Records
Kat DeLuna	1987-11-26	2006	New York City|The Bronx	Contemporary R&B|Dance music|Dancehall|Hip hop music|Latin music (genre)|Pop music	E1 Music|Epic Records|Republic Records
Janis Joplin	1943-01-19	1962	Port Arthur, Texas	Blues music|Psychedelic rock|Soul music	Columbia Records
Trent Willmon	1973-03-06	1998		Country music	Compadre Records|Sony Music Nashville
Stoyan Yankoulov	1966-09-10	1990	Sofia	Drum and Bass|Jazz	
Bettina Jonic					Motéma Music
Qurat-ul-Ain Balouch	1988-03-04	2011	Aradan, Iran	Classical music|Folk music|Pop music|Progressive rock	
Chen Yi (composer)	1953-04-04	1970	Guangzhou		
Nikki Webster	1987-04-30	2000	Sydney	Pop music	
Felix da Housecat	1971-08-25	26	Chicago	Alternative dance|Big beat|Electronica|House music|Synthpop|Techno	Emperor Norton Records|Rykodisc
Harry Babbitt	1913-11-02		St. Louis		
Chris Dave	1973-11-08	1993		Gospel music|Hip hop music|Jazz|Pop music	
Maurice Gibb	1949-12-22	1955		Pop music|Rock music	
Kim Wan-sun	1969-05-16	1986		K-pop|Mandopop	
Norman Dolph	1939-04-01		Tulsa, Oklahoma		
David Thomas (composer)					
Magnus Broo	1965-06-27		Västervik	Jazz	ECM Records
Svein Olav Herstad	1969-07-07			Jazz	Jazzaway Records|Ponca Jazz Records
Anne Gadegaard	1991-11-07	2002	Aarhus	Eurodance|Europop|Pop music	Universal Music
Adam Brown (music educator)	1981-08-21				
Kyle Rapps		2004	Grand Rapids, Michigan	Hip hop music	
Lisa Stansfield	1966-04-11	1981	Manchester		
Linda Ronstadt	1946-07-15	1967	Tucson, Arizona	Art rock|Big band|Country rock|Folk music|Jazz|Latin music (genre)|Rock and roll|Rock music|Soft rock	Asylum Records|Capitol Records|Rhino Records|Verve Records
